"dep";"sexe";"jour";"hosp";"rea";"rad";"dc"
"91";"0";2020-09-14;2619;20;2619;560
"91";"1";2020-09-14;1396;13;1396;314
"91";"2";2020-09-14;1209;7;1209;243
"92";"0";2020-09-14;4897;40;4897;1124
"92";"1";2020-09-14;2659;33;2659;653
"92";"2";2020-09-14;2225;7;2225;467
"93";"0";2020-09-14;4311;48;4311;1037
"93";"1";2020-09-14;2352;35;2352;631
"93";"2";2020-09-14;1937;13;1937;402
"94";"0";2020-09-14;4707;13;4707;1247
"94";"1";2020-09-14;2411;9;2411;723
"94";"2";2020-09-14;2262;4;2262;511
"95";"0";2020-09-14;2852;14;2852;736
"95";"1";2020-09-14;1614;11;1614;457
"95";"2";2020-09-14;1230;3;1230;279
"971";"0";2020-09-14;155;20;155;33
"971";"1";2020-09-14;90;12;90;20
"971";"2";2020-09-14;65;8;65;13
"972";"0";2020-09-14;115;4;115;18
"972";"1";2020-09-14;63;1;63;14
"972";"2";2020-09-14;52;3;52;4
"973";"0";2020-09-14;1641;8;1641;59
"973";"1";2020-09-14;684;5;684;41
"973";"2";2020-09-14;955;3;955;18
"974";"0";2020-09-14;299;12;299;15
"974";"1";2020-09-14;161;4;161;6
"974";"2";2020-09-14;137;8;137;9
"976";"0";2020-09-14;450;0;450;28
"976";"1";2020-09-14;209;0;209;18
"976";"2";2020-09-14;235;0;235;10
"01";"0";2020-09-15;471;1;471;110
"01";"1";2020-09-15;240;0;240;64
"01";"2";2020-09-15;229;1;229;46
"02";"0";2020-09-15;1143;3;1143;288
"02";"1";2020-09-15;509;2;509;174
"02";"2";2020-09-15;632;1;632;112
"03";"0";2020-09-15;216;1;216;41
"03";"1";2020-09-15;91;0;91;22
"03";"2";2020-09-15;124;1;124;19
"04";"0";2020-09-15;149;0;149;15
"04";"1";2020-09-15;64;0;64;11
"04";"2";2020-09-15;85;0;85;4
"05";"0";2020-09-15;147;2;147;20
"05";"1";2020-09-15;77;2;77;9
"05";"2";2020-09-15;70;0;70;11
"06";"0";2020-09-15;1001;10;1001;209
"06";"1";2020-09-15;506;5;506;108
"06";"2";2020-09-15;479;5;479;99
"07";"0";2020-09-15;450;1;450;117
"07";"1";2020-09-15;222;1;222;82
"07";"2";2020-09-15;226;0;226;34
"08";"0";2020-09-15;225;1;225;60
"08";"1";2020-09-15;106;0;106;37
"08";"2";2020-09-15;117;1;117;22
"09";"0";2020-09-15;34;1;34;2
"09";"1";2020-09-15;16;0;16;2
"09";"2";2020-09-15;18;1;18;0
"10";"0";2020-09-15;663;0;663;137
"10";"1";2020-09-15;346;0;346;88
"10";"2";2020-09-15;314;0;314;49
"11";"0";2020-09-15;245;0;245;60
"11";"1";2020-09-15;130;0;130;43
"11";"2";2020-09-15;115;0;115;17
"12";"0";2020-09-15;158;1;158;24
"12";"1";2020-09-15;72;1;72;15
"12";"2";2020-09-15;86;0;86;9
"13";"0";2020-09-15;4387;108;4387;612
"13";"1";2020-09-15;2245;71;2245;351
"13";"2";2020-09-15;2099;36;2099;260
"14";"0";2020-09-15;362;2;362;85
"14";"1";2020-09-15;172;1;172;58
"14";"2";2020-09-15;190;1;190;27
"15";"0";2020-09-15;56;0;56;11
"15";"1";2020-09-15;32;0;32;8
"15";"2";2020-09-15;24;0;24;3
"16";"0";2020-09-15;63;0;63;13
"16";"1";2020-09-15;39;0;39;8
"16";"2";2020-09-15;22;0;22;5
"17";"0";2020-09-15;157;1;157;51
"17";"1";2020-09-15;88;1;88;33
"17";"2";2020-09-15;69;0;69;18
"18";"0";2020-09-15;212;1;212;88
"18";"1";2020-09-15;103;1;103;43
"18";"2";2020-09-15;108;0;108;45
"19";"0";2020-09-15;163;3;163;37
"19";"1";2020-09-15;87;2;87;28
"19";"2";2020-09-15;76;1;76;9
"21";"0";2020-09-15;964;3;964;252
"21";"1";2020-09-15;441;3;441;144
"21";"2";2020-09-15;519;0;519;108
"22";"0";2020-09-15;240;0;240;40
"22";"1";2020-09-15;111;0;111;24
"22";"2";2020-09-15;129;0;129;16
"23";"0";2020-09-15;88;0;88;15
"23";"1";2020-09-15;49;0;49;8
"23";"2";2020-09-15;39;0;39;7
"24";"0";2020-09-15;101;1;101;14
"24";"1";2020-09-15;56;1;56;7
"24";"2";2020-09-15;45;0;45;7
"25";"0";2020-09-15;647;1;647;153
"25";"1";2020-09-15;332;0;332;87
"25";"2";2020-09-15;315;1;315;65
"26";"0";2020-09-15;550;2;550;130
"26";"1";2020-09-15;294;1;294;80
"26";"2";2020-09-15;256;1;256;50
"27";"0";2020-09-15;275;0;275;87
"27";"1";2020-09-15;128;0;128;42
"27";"2";2020-09-15;146;0;146;45
"28";"0";2020-09-15;613;2;613;146
"28";"1";2020-09-15;301;0;301;74
"28";"2";2020-09-15;294;1;294;70
"29";"0";2020-09-15;203;4;203;44
"29";"1";2020-09-15;112;3;112;28
"29";"2";2020-09-15;88;1;88;16
"2A";"0";2020-09-15;155;1;155;48
"2A";"1";2020-09-15;67;1;67;27
"2A";"2";2020-09-15;88;0;88;21
"2B";"0";2020-09-15;123;3;123;13
"2B";"1";2020-09-15;68;3;68;6
"2B";"2";2020-09-15;55;0;55;7
"30";"0";2020-09-15;412;12;412;100
"30";"1";2020-09-15;210;9;210;52
"30";"2";2020-09-15;202;3;202;48
"31";"0";2020-09-15;813;12;813;89
"31";"1";2020-09-15;461;11;461;52
"31";"2";2020-09-15;351;1;351;37
"32";"0";2020-09-15;91;1;91;24
"32";"1";2020-09-15;49;1;49;15
"32";"2";2020-09-15;41;0;41;9
"33";"0";2020-09-15;1117;28;1117;176
"33";"1";2020-09-15;561;19;561;87
"33";"2";2020-09-15;551;9;551;87
"34";"0";2020-09-15;849;18;849;135
"34";"1";2020-09-15;443;11;443;78
"34";"2";2020-09-15;401;6;401;56
"35";"0";2020-09-15;538;6;538;90
"35";"1";2020-09-15;300;3;300;46
"35";"2";2020-09-15;236;3;236;44
"36";"0";2020-09-15;198;1;198;82
"36";"1";2020-09-15;89;1;89;43
"36";"2";2020-09-15;108;0;108;39
"37";"0";2020-09-15;390;4;390;94
"37";"1";2020-09-15;177;2;177;61
"37";"2";2020-09-15;212;2;212;33
"38";"0";2020-09-15;801;10;801;155
"38";"1";2020-09-15;389;8;389;89
"38";"2";2020-09-15;402;2;402;66
"39";"0";2020-09-15;331;0;331;60
"39";"1";2020-09-15;145;0;145;30
"39";"2";2020-09-15;185;0;185;30
"40";"0";2020-09-15;81;1;81;13
"40";"1";2020-09-15;46;0;46;7
"40";"2";2020-09-15;35;1;35;6
"41";"0";2020-09-15;343;0;343;68
"41";"1";2020-09-15;174;0;174;38
"41";"2";2020-09-15;168;0;168;30
"42";"0";2020-09-15;1047;10;1047;250
"42";"1";2020-09-15;543;8;543;170
"42";"2";2020-09-15;504;2;504;80
"43";"0";2020-09-15;110;1;110;18
"43";"1";2020-09-15;44;0;44;11
"43";"2";2020-09-15;66;1;66;7
"44";"0";2020-09-15;798;4;798;172
"44";"1";2020-09-15;410;2;410;104
"44";"2";2020-09-15;387;2;387;68
"45";"0";2020-09-15;697;7;697;106
"45";"1";2020-09-15;356;6;356;67
"45";"2";2020-09-15;339;1;339;39
"46";"0";2020-09-15;72;0;72;22
"46";"1";2020-09-15;36;0;36;10
"46";"2";2020-09-15;36;0;36;12
"47";"0";2020-09-15;97;4;97;13
"47";"1";2020-09-15;48;3;48;10
"47";"2";2020-09-15;49;1;49;3
"48";"0";2020-09-15;27;0;27;1
"48";"1";2020-09-15;14;0;14;1
"48";"2";2020-09-15;13;0;13;0
"49";"0";2020-09-15;707;6;707;146
"49";"1";2020-09-15;350;4;350;92
"49";"2";2020-09-15;356;2;356;54
"50";"0";2020-09-15;184;3;184;50
"50";"1";2020-09-15;96;2;96;24
"50";"2";2020-09-15;86;1;86;26
"51";"0";2020-09-15;1076;2;1076;277
"51";"1";2020-09-15;521;1;521;159
"51";"2";2020-09-15;548;1;548;116
"52";"0";2020-09-15;275;0;275;90
"52";"1";2020-09-15;134;0;134;43
"52";"2";2020-09-15;138;0;138;47
"53";"0";2020-09-15;258;0;258;48
"53";"1";2020-09-15;121;0;121;29
"53";"2";2020-09-15;134;0;134;19
"54";"0";2020-09-15;1312;3;1312;371
"54";"1";2020-09-15;639;2;639;218
"54";"2";2020-09-15;665;1;665;152
"55";"0";2020-09-15;505;0;505;103
"55";"1";2020-09-15;251;0;251;57
"55";"2";2020-09-15;254;0;254;46
"56";"0";2020-09-15;456;2;456;97
"56";"1";2020-09-15;243;2;243;60
"56";"2";2020-09-15;212;0;212;37
"57";"0";2020-09-15;2645;0;2645;865
"57";"1";2020-09-15;1324;0;1324;490
"57";"2";2020-09-15;1312;0;1312;370
"58";"0";2020-09-15;100;0;100;28
"58";"1";2020-09-15;35;0;35;16
"58";"2";2020-09-15;65;0;65;12
"59";"0";2020-09-15;2846;21;2846;693
"59";"1";2020-09-15;1399;13;1399;374
"59";"2";2020-09-15;1436;7;1436;316
"60";"0";2020-09-15;1247;3;1247;422
"60";"1";2020-09-15;605;2;605;240
"60";"2";2020-09-15;639;1;639;182
"61";"0";2020-09-15;264;1;264;44
"61";"1";2020-09-15;108;0;108;29
"61";"2";2020-09-15;154;1;154;15
"62";"0";2020-09-15;1504;17;1504;325
"62";"1";2020-09-15;721;14;721;178
"62";"2";2020-09-15;772;3;772;146
"63";"0";2020-09-15;197;4;197;46
"63";"1";2020-09-15;104;4;104;27
"63";"2";2020-09-15;93;0;93;19
"64";"0";2020-09-15;246;2;246;28
"64";"1";2020-09-15;127;2;127;20
"64";"2";2020-09-15;118;0;118;8
"65";"0";2020-09-15;169;0;169;27
"65";"1";2020-09-15;79;0;79;14
"65";"2";2020-09-15;90;0;90;13
"66";"0";2020-09-15;297;1;297;36
"66";"1";2020-09-15;136;0;136;17
"66";"2";2020-09-15;161;1;161;19
"67";"0";2020-09-15;2819;9;2819;701
"67";"1";2020-09-15;1498;7;1498;403
"67";"2";2020-09-15;1310;2;1310;297
"68";"0";2020-09-15;3184;6;3184;838
"68";"1";2020-09-15;1666;5;1666;506
"68";"2";2020-09-15;1505;1;1505;326
"69";"0";2020-09-15;3418;50;3418;685
"69";"1";2020-09-15;1646;29;1646;378
"69";"2";2020-09-15;1734;20;1734;296
"70";"0";2020-09-15;309;0;309;77
"70";"1";2020-09-15;163;0;163;51
"70";"2";2020-09-15;145;0;145;26
"71";"0";2020-09-15;805;1;805;202
"71";"1";2020-09-15;359;1;359;108
"71";"2";2020-09-15;444;0;444;94
"72";"0";2020-09-15;452;2;452;92
"72";"1";2020-09-15;221;2;221;51
"72";"2";2020-09-15;231;0;231;41
"73";"0";2020-09-15;441;6;441;75
"73";"1";2020-09-15;197;4;197;41
"73";"2";2020-09-15;244;2;244;34
"74";"0";2020-09-15;964;2;964;174
"74";"1";2020-09-15;515;1;515;111
"74";"2";2020-09-15;443;1;443;63
"75";"0";2020-09-15;6802;65;6802;1828
"75";"1";2020-09-15;3799;43;3799;1146
"75";"2";2020-09-15;2963;21;2963;673
"76";"0";2020-09-15;866;8;866;185
"76";"1";2020-09-15;425;5;425;109
"76";"2";2020-09-15;439;3;439;75
"77";"0";2020-09-15;2944;19;2944;720
"77";"1";2020-09-15;1622;11;1622;434
"77";"2";2020-09-15;1311;8;1311;286
"78";"0";2020-09-15;2563;17;2563;552
"78";"1";2020-09-15;1336;11;1336;328
"78";"2";2020-09-15;1220;6;1220;223
"79";"0";2020-09-15;73;0;73;22
"79";"1";2020-09-15;38;0;38;11
"79";"2";2020-09-15;35;0;35;11
"80";"0";2020-09-15;773;4;773;236
"80";"1";2020-09-15;375;1;375;138
"80";"2";2020-09-15;389;3;389;98
"81";"0";2020-09-15;137;3;137;23
"81";"1";2020-09-15;67;3;67;9
"81";"2";2020-09-15;70;0;70;14
"82";"0";2020-09-15;50;2;50;7
"82";"1";2020-09-15;29;2;29;7
"82";"2";2020-09-15;21;0;21;0
"83";"0";2020-09-15;1121;9;1121;153
"83";"1";2020-09-15;626;6;626;81
"83";"2";2020-09-15;492;3;492;70
"84";"0";2020-09-15;309;9;309;49
"84";"1";2020-09-15;163;8;163;37
"84";"2";2020-09-15;146;1;146;12
"85";"0";2020-09-15;289;1;289;44
"85";"1";2020-09-15;154;0;154;28
"85";"2";2020-09-15;134;1;134;16
"86";"0";2020-09-15;158;1;158;40
"86";"1";2020-09-15;87;1;87;23
"86";"2";2020-09-15;71;0;71;17
"87";"0";2020-09-15;140;2;140;27
"87";"1";2020-09-15;65;2;65;14
"87";"2";2020-09-15;74;0;74;13
"88";"0";2020-09-15;756;0;756;267
"88";"1";2020-09-15;378;0;378;154
"88";"2";2020-09-15;377;0;377;113
"89";"0";2020-09-15;422;1;422;95
"89";"1";2020-09-15;209;1;209;51
"89";"2";2020-09-15;212;0;212;43
"90";"0";2020-09-15;571;2;571;201
"90";"1";2020-09-15;310;1;310;112
"90";"2";2020-09-15;261;1;261;89
"91";"0";2020-09-15;2621;20;2621;560
"91";"1";2020-09-15;1396;13;1396;314
"91";"2";2020-09-15;1211;7;1211;243
"92";"0";2020-09-15;4908;46;4908;1126
"92";"1";2020-09-15;2665;37;2665;654
"92";"2";2020-09-15;2230;9;2230;468
"93";"0";2020-09-15;4317;47;4317;1038
"93";"1";2020-09-15;2355;33;2355;632
"93";"2";2020-09-15;1940;14;1940;402
"94";"0";2020-09-15;4735;15;4735;1250
"94";"1";2020-09-15;2423;11;2423;725
"94";"2";2020-09-15;2278;4;2278;512
"95";"0";2020-09-15;2857;17;2857;737
"95";"1";2020-09-15;1616;11;1616;458
"95";"2";2020-09-15;1233;6;1233;279
"971";"0";2020-09-15;167;26;167;35
"971";"1";2020-09-15;100;16;100;21
"971";"2";2020-09-15;67;10;67;14
"972";"0";2020-09-15;116;5;116;19
"972";"1";2020-09-15;64;2;64;14
"972";"2";2020-09-15;52;3;52;5
"973";"0";2020-09-15;1651;8;1651;60
"973";"1";2020-09-15;687;4;687;42
"973";"2";2020-09-15;962;4;962;18
"974";"0";2020-09-15;311;12;311;15
"974";"1";2020-09-15;164;4;164;6
"974";"2";2020-09-15;146;8;146;9
"976";"0";2020-09-15;451;0;451;28
"976";"1";2020-09-15;210;0;210;18
"976";"2";2020-09-15;235;0;235;10
"01";"0";2020-09-16;471;1;471;110
"01";"1";2020-09-16;240;0;240;64
"01";"2";2020-09-16;229;1;229;46
"02";"0";2020-09-16;1144;3;1144;288
"02";"1";2020-09-16;510;2;510;174
"02";"2";2020-09-16;632;1;632;112
"03";"0";2020-09-16;217;1;217;41
"03";"1";2020-09-16;91;0;91;22
"03";"2";2020-09-16;125;1;125;19
"04";"0";2020-09-16;149;0;149;15
"04";"1";2020-09-16;64;0;64;11
"04";"2";2020-09-16;85;0;85;4
"05";"0";2020-09-16;149;2;149;20
"05";"1";2020-09-16;77;2;77;9
"05";"2";2020-09-16;72;0;72;11
"06";"0";2020-09-16;1008;11;1008;209
"06";"1";2020-09-16;508;6;508;108
"06";"2";2020-09-16;484;5;484;99
"07";"0";2020-09-16;453;2;453;117
"07";"1";2020-09-16;223;2;223;82
"07";"2";2020-09-16;228;0;228;34
"08";"0";2020-09-16;225;1;225;61
"08";"1";2020-09-16;106;0;106;38
"08";"2";2020-09-16;117;1;117;22
"09";"0";2020-09-16;34;1;34;2
"09";"1";2020-09-16;16;0;16;2
"09";"2";2020-09-16;18;1;18;0
"10";"0";2020-09-16;663;0;663;137
"10";"1";2020-09-16;346;0;346;88
"10";"2";2020-09-16;314;0;314;49
"11";"0";2020-09-16;245;0;245;60
"11";"1";2020-09-16;130;0;130;43
"11";"2";2020-09-16;115;0;115;17
"12";"0";2020-09-16;158;2;158;24
"12";"1";2020-09-16;72;1;72;15
"12";"2";2020-09-16;86;1;86;9
"13";"0";2020-09-16;4441;104;4441;613
"13";"1";2020-09-16;2276;71;2276;352
"13";"2";2020-09-16;2122;32;2122;260
"14";"0";2020-09-16;362;2;362;85
"14";"1";2020-09-16;172;1;172;58
"14";"2";2020-09-16;190;1;190;27
"15";"0";2020-09-16;56;0;56;11
"15";"1";2020-09-16;32;0;32;8
"15";"2";2020-09-16;24;0;24;3
"16";"0";2020-09-16;63;0;63;13
"16";"1";2020-09-16;39;0;39;8
"16";"2";2020-09-16;22;0;22;5
"17";"0";2020-09-16;157;3;157;52
"17";"1";2020-09-16;88;3;88;34
"17";"2";2020-09-16;69;0;69;18
"18";"0";2020-09-16;213;1;213;88
"18";"1";2020-09-16;104;1;104;43
"18";"2";2020-09-16;108;0;108;45
"19";"0";2020-09-16;163;3;163;37
"19";"1";2020-09-16;87;2;87;28
"19";"2";2020-09-16;76;1;76;9
"21";"0";2020-09-16;964;3;964;252
"21";"1";2020-09-16;441;3;441;144
"21";"2";2020-09-16;519;0;519;108
"22";"0";2020-09-16;240;0;240;40
"22";"1";2020-09-16;111;0;111;24
"22";"2";2020-09-16;129;0;129;16
"23";"0";2020-09-16;88;0;88;15
"23";"1";2020-09-16;49;0;49;8
"23";"2";2020-09-16;39;0;39;7
"24";"0";2020-09-16;101;2;101;14
"24";"1";2020-09-16;56;1;56;7
"24";"2";2020-09-16;45;1;45;7
"25";"0";2020-09-16;649;1;649;153
"25";"1";2020-09-16;332;0;332;87
"25";"2";2020-09-16;317;1;317;65
"26";"0";2020-09-16;550;2;550;130
"26";"1";2020-09-16;294;1;294;80
"26";"2";2020-09-16;256;1;256;50
"27";"0";2020-09-16;275;0;275;87
"27";"1";2020-09-16;128;0;128;42
"27";"2";2020-09-16;146;0;146;45
"28";"0";2020-09-16;613;2;613;146
"28";"1";2020-09-16;301;0;301;74
"28";"2";2020-09-16;294;1;294;70
"29";"0";2020-09-16;204;4;204;44
"29";"1";2020-09-16;113;3;113;28
"29";"2";2020-09-16;88;1;88;16
"2A";"0";2020-09-16;155;1;155;48
"2A";"1";2020-09-16;67;1;67;27
"2A";"2";2020-09-16;88;0;88;21
"2B";"0";2020-09-16;123;3;123;13
"2B";"1";2020-09-16;68;3;68;6
"2B";"2";2020-09-16;55;0;55;7
"30";"0";2020-09-16;413;12;413;100
"30";"1";2020-09-16;211;9;211;52
"30";"2";2020-09-16;202;3;202;48
"31";"0";2020-09-16;832;15;832;90
"31";"1";2020-09-16;470;13;470;53
"31";"2";2020-09-16;361;2;361;37
"32";"0";2020-09-16;91;1;91;24
"32";"1";2020-09-16;49;1;49;15
"32";"2";2020-09-16;41;0;41;9
"33";"0";2020-09-16;1128;26;1128;176
"33";"1";2020-09-16;569;19;569;87
"33";"2";2020-09-16;554;7;554;87
"34";"0";2020-09-16;854;19;854;136
"34";"1";2020-09-16;447;12;447;79
"34";"2";2020-09-16;402;7;402;56
"35";"0";2020-09-16;539;6;539;91
"35";"1";2020-09-16;301;3;301;46
"35";"2";2020-09-16;236;3;236;45
"36";"0";2020-09-16;198;1;198;82
"36";"1";2020-09-16;89;1;89;43
"36";"2";2020-09-16;108;0;108;39
"37";"0";2020-09-16;392;5;392;94
"37";"1";2020-09-16;179;3;179;61
"37";"2";2020-09-16;212;2;212;33
"38";"0";2020-09-16;806;11;806;155
"38";"1";2020-09-16;391;9;391;89
"38";"2";2020-09-16;405;2;405;66
"39";"0";2020-09-16;331;0;331;60
"39";"1";2020-09-16;145;0;145;30
"39";"2";2020-09-16;185;0;185;30
"40";"0";2020-09-16;82;1;82;13
"40";"1";2020-09-16;47;0;47;7
"40";"2";2020-09-16;35;1;35;6
"41";"0";2020-09-16;345;1;345;68
"41";"1";2020-09-16;175;0;175;38
"41";"2";2020-09-16;169;1;169;30
"42";"0";2020-09-16;1056;9;1056;251
"42";"1";2020-09-16;548;7;548;170
"42";"2";2020-09-16;508;2;508;81
"43";"0";2020-09-16;110;1;110;18
"43";"1";2020-09-16;44;0;44;11
"43";"2";2020-09-16;66;1;66;7
"44";"0";2020-09-16;802;6;802;173
"44";"1";2020-09-16;412;4;412;105
"44";"2";2020-09-16;389;2;389;68
"45";"0";2020-09-16;698;7;698;106
"45";"1";2020-09-16;356;6;356;67
"45";"2";2020-09-16;340;1;340;39
"46";"0";2020-09-16;72;0;72;22
"46";"1";2020-09-16;36;0;36;10
"46";"2";2020-09-16;36;0;36;12
"47";"0";2020-09-16;98;4;98;13
"47";"1";2020-09-16;48;3;48;10
"47";"2";2020-09-16;50;1;50;3
"48";"0";2020-09-16;29;0;29;1
"48";"1";2020-09-16;15;0;15;1
"48";"2";2020-09-16;14;0;14;0
"49";"0";2020-09-16;711;7;711;146
"49";"1";2020-09-16;351;5;351;92
"49";"2";2020-09-16;358;2;358;54
"50";"0";2020-09-16;185;3;185;50
"50";"1";2020-09-16;97;2;97;24
"50";"2";2020-09-16;86;1;86;26
"51";"0";2020-09-16;1077;2;1077;277
"51";"1";2020-09-16;522;1;522;159
"51";"2";2020-09-16;548;1;548;116
"52";"0";2020-09-16;275;0;275;90
"52";"1";2020-09-16;134;0;134;43
"52";"2";2020-09-16;138;0;138;47
"53";"0";2020-09-16;258;0;258;48
"53";"1";2020-09-16;121;0;121;29
"53";"2";2020-09-16;134;0;134;19
"54";"0";2020-09-16;1312;3;1312;371
"54";"1";2020-09-16;639;2;639;218
"54";"2";2020-09-16;665;1;665;152
"55";"0";2020-09-16;505;0;505;103
"55";"1";2020-09-16;251;0;251;57
"55";"2";2020-09-16;254;0;254;46
"56";"0";2020-09-16;456;2;456;97
"56";"1";2020-09-16;243;2;243;60
"56";"2";2020-09-16;212;0;212;37
"57";"0";2020-09-16;2646;0;2646;865
"57";"1";2020-09-16;1325;0;1325;490
"57";"2";2020-09-16;1312;0;1312;370
"58";"0";2020-09-16;102;0;102;28
"58";"1";2020-09-16;37;0;37;16
"58";"2";2020-09-16;65;0;65;12
"59";"0";2020-09-16;2852;21;2852;694
"59";"1";2020-09-16;1401;13;1401;374
"59";"2";2020-09-16;1440;7;1440;317
"60";"0";2020-09-16;1248;4;1248;422
"60";"1";2020-09-16;606;3;606;240
"60";"2";2020-09-16;639;1;639;182
"61";"0";2020-09-16;264;1;264;44
"61";"1";2020-09-16;108;0;108;29
"61";"2";2020-09-16;154;1;154;15
"62";"0";2020-09-16;1508;21;1508;326
"62";"1";2020-09-16;722;16;722;178
"62";"2";2020-09-16;775;5;775;147
"63";"0";2020-09-16;199;5;199;46
"63";"1";2020-09-16;106;5;106;27
"63";"2";2020-09-16;93;0;93;19
"64";"0";2020-09-16;247;3;247;28
"64";"1";2020-09-16;127;2;127;20
"64";"2";2020-09-16;119;1;119;8
"65";"0";2020-09-16;170;0;170;27
"65";"1";2020-09-16;79;0;79;14
"65";"2";2020-09-16;91;0;91;13
"66";"0";2020-09-16;299;1;299;36
"66";"1";2020-09-16;137;0;137;17
"66";"2";2020-09-16;162;1;162;19
"67";"0";2020-09-16;2819;11;2819;702
"67";"1";2020-09-16;1498;7;1498;404
"67";"2";2020-09-16;1310;4;1310;297
"68";"0";2020-09-16;3189;5;3189;838
"68";"1";2020-09-16;1668;4;1668;506
"68";"2";2020-09-16;1508;1;1508;326
"69";"0";2020-09-16;3449;53;3449;688
"69";"1";2020-09-16;1666;33;1666;379
"69";"2";2020-09-16;1745;19;1745;298
"70";"0";2020-09-16;309;0;309;77
"70";"1";2020-09-16;163;0;163;51
"70";"2";2020-09-16;145;0;145;26
"71";"0";2020-09-16;809;3;809;202
"71";"1";2020-09-16;362;2;362;108
"71";"2";2020-09-16;445;1;445;94
"72";"0";2020-09-16;458;2;458;92
"72";"1";2020-09-16;224;2;224;51
"72";"2";2020-09-16;234;0;234;41
"73";"0";2020-09-16;443;5;443;75
"73";"1";2020-09-16;198;2;198;41
"73";"2";2020-09-16;245;3;245;34
"74";"0";2020-09-16;966;3;966;174
"74";"1";2020-09-16;516;2;516;111
"74";"2";2020-09-16;444;1;444;63
"75";"0";2020-09-16;6820;66;6820;1830
"75";"1";2020-09-16;3809;43;3809;1148
"75";"2";2020-09-16;2971;22;2971;673
"76";"0";2020-09-16;871;9;871;185
"76";"1";2020-09-16;429;6;429;109
"76";"2";2020-09-16;440;3;440;75
"77";"0";2020-09-16;2954;21;2954;722
"77";"1";2020-09-16;1629;14;1629;436
"77";"2";2020-09-16;1314;7;1314;286
"78";"0";2020-09-16;2573;19;2573;554
"78";"1";2020-09-16;1340;12;1340;328
"78";"2";2020-09-16;1226;7;1226;225
"79";"0";2020-09-16;73;0;73;22
"79";"1";2020-09-16;38;0;38;11
"79";"2";2020-09-16;35;0;35;11
"80";"0";2020-09-16;774;4;774;237
"80";"1";2020-09-16;375;1;375;139
"80";"2";2020-09-16;390;3;390;98
"81";"0";2020-09-16;137;5;137;23
"81";"1";2020-09-16;67;4;67;9
"81";"2";2020-09-16;70;1;70;14
"82";"0";2020-09-16;50;2;50;7
"82";"1";2020-09-16;29;2;29;7
"82";"2";2020-09-16;21;0;21;0
"83";"0";2020-09-16;1128;11;1128;153
"83";"1";2020-09-16;630;8;630;81
"83";"2";2020-09-16;494;3;494;70
"84";"0";2020-09-16;310;10;310;49
"84";"1";2020-09-16;164;9;164;37
"84";"2";2020-09-16;146;1;146;12
"85";"0";2020-09-16;290;1;290;44
"85";"1";2020-09-16;154;1;154;28
"85";"2";2020-09-16;135;0;135;16
"86";"0";2020-09-16;158;1;158;41
"86";"1";2020-09-16;87;1;87;24
"86";"2";2020-09-16;71;0;71;17
"87";"0";2020-09-16;141;3;141;27
"87";"1";2020-09-16;65;2;65;14
"87";"2";2020-09-16;75;1;75;13
"88";"0";2020-09-16;757;0;757;267
"88";"1";2020-09-16;378;0;378;154
"88";"2";2020-09-16;378;0;378;113
"89";"0";2020-09-16;425;1;425;95
"89";"1";2020-09-16;210;1;210;51
"89";"2";2020-09-16;214;0;214;43
"90";"0";2020-09-16;572;2;572;201
"90";"1";2020-09-16;310;1;310;112
"90";"2";2020-09-16;262;1;262;89
"91";"0";2020-09-16;2638;21;2638;561
"91";"1";2020-09-16;1404;15;1404;315
"91";"2";2020-09-16;1220;6;1220;243
"92";"0";2020-09-16;4938;44;4938;1128
"92";"1";2020-09-16;2687;36;2687;655
"92";"2";2020-09-16;2237;8;2237;469
"93";"0";2020-09-16;4345;55;4345;1039
"93";"1";2020-09-16;2374;38;2374;633
"93";"2";2020-09-16;1949;17;1949;402
"94";"0";2020-09-16;4775;16;4775;1250
"94";"1";2020-09-16;2437;13;2437;725
"94";"2";2020-09-16;2304;3;2304;512
"95";"0";2020-09-16;2905;15;2905;756
"95";"1";2020-09-16;1636;10;1636;470
"95";"2";2020-09-16;1261;5;1261;286
"971";"0";2020-09-16;173;28;173;35
"971";"1";2020-09-16;104;16;104;21
"971";"2";2020-09-16;69;11;69;14
"972";"0";2020-09-16;117;6;117;19
"972";"1";2020-09-16;64;3;64;14
"972";"2";2020-09-16;53;3;53;5
"973";"0";2020-09-16;1652;10;1652;61
"973";"1";2020-09-16;687;6;687;42
"973";"2";2020-09-16;963;4;963;19
"974";"0";2020-09-16;313;11;313;15
"974";"1";2020-09-16;165;4;165;6
"974";"2";2020-09-16;147;7;147;9
"976";"0";2020-09-16;451;0;451;28
"976";"1";2020-09-16;210;0;210;18
"976";"2";2020-09-16;235;0;235;10
"01";"0";2020-09-17;471;1;471;110
"01";"1";2020-09-17;239;0;239;64
"01";"2";2020-09-17;230;1;230;46
"02";"0";2020-09-17;1146;2;1146;288
"02";"1";2020-09-17;512;1;512;174
"02";"2";2020-09-17;632;1;632;112
"03";"0";2020-09-17;218;1;218;41
"03";"1";2020-09-17;91;0;91;22
"03";"2";2020-09-17;126;1;126;19
"04";"0";2020-09-17;150;0;150;15
"04";"1";2020-09-17;64;0;64;11
"04";"2";2020-09-17;86;0;86;4
"05";"0";2020-09-17;149;2;149;20
"05";"1";2020-09-17;77;2;77;9
"05";"2";2020-09-17;72;0;72;11
"06";"0";2020-09-17;1015;11;1015;209
