"reg";"cl_age90";"jour";"hosp";"rea";"dc";"rad"
"02";39;"2020-04-15";1;0;0;3
"02";49;"2020-04-15";3;0;0;9
"02";59;"2020-04-15";10;6;0;12
"02";69;"2020-04-15";9;4;1;13
"02";79;"2020-04-15";8;4;1;12
"02";89;"2020-04-15";5;2;3;2
"02";90;"2020-04-15";1;0;1;0
"03";0;"2020-04-15";19;0;0;14
"03";9;"2020-04-15";0;0;0;0
"03";19;"2020-04-15";1;0;0;0
"03";29;"2020-04-15";3;0;0;1
"03";39;"2020-04-15";2;0;0;3
"03";49;"2020-04-15";5;0;0;5
"03";59;"2020-04-15";0;0;0;2
"03";69;"2020-04-15";3;0;0;1
"03";79;"2020-04-15";3;0;0;0
"03";89;"2020-04-15";1;0;0;1
"03";90;"2020-04-15";0;0;0;0
"04";0;"2020-04-15";24;3;0;76
"04";9;"2020-04-15";0;0;0;0
"04";19;"2020-04-15";1;0;0;2
"04";29;"2020-04-15";0;0;0;13
"04";39;"2020-04-15";0;0;0;12
"04";49;"2020-04-15";1;0;0;9
"04";59;"2020-04-15";5;1;0;15
"04";69;"2020-04-15";7;1;0;14
"04";79;"2020-04-15";4;1;0;10
"04";89;"2020-04-15";6;0;0;1
"04";90;"2020-04-15";0;0;0;0
"06";0;"2020-04-15";18;4;3;37
"06";9;"2020-04-15";0;0;0;0
"06";19;"2020-04-15";0;0;0;1
"06";29;"2020-04-15";0;0;0;5
"06";39;"2020-04-15";1;1;0;4
"06";49;"2020-04-15";3;1;1;10
"06";59;"2020-04-15";5;0;1;8
"06";69;"2020-04-15";6;2;0;5
"06";79;"2020-04-15";1;0;0;2
"06";89;"2020-04-15";2;0;1;2
"06";90;"2020-04-15";0;0;0;0
"11";0;"2020-04-15";13018;2494;4140;10544
"11";9;"2020-04-15";51;13;1;146
"11";19;"2020-04-15";34;12;2;67
"11";29;"2020-04-15";159;26;8;412
"11";39;"2020-04-15";484;115;29;1021
"11";49;"2020-04-15";958;282;78;1548
"11";59;"2020-04-15";1847;648;291;2259
"11";69;"2020-04-15";2501;822;585;2201
"11";79;"2020-04-15";2650;500;1026;1571
"11";89;"2020-04-15";2753;50;1336;950
"11";90;"2020-04-15";1445;5;750;264
"24";0;"2020-04-15";996;180;245;687
"24";9;"2020-04-15";3;0;0;21
"24";19;"2020-04-15";3;0;0;8
"24";29;"2020-04-15";7;2;0;24
"24";39;"2020-04-15";17;5;1;43
"24";49;"2020-04-15";36;8;3;88
"24";59;"2020-04-15";70;23;6;114
"24";69;"2020-04-15";169;70;18;132
"24";79;"2020-04-15";230;63;44;133
"24";89;"2020-04-15";278;7;96;94
"24";90;"2020-04-15";176;2;75;29
"27";0;"2020-04-15";1341;274;581;1594
"27";9;"2020-04-15";4;1;0;11
"27";19;"2020-04-15";4;1;0;15
"27";29;"2020-04-15";2;0;0;60
"27";39;"2020-04-15";13;4;2;114
"27";49;"2020-04-15";27;12;4;173
"27";59;"2020-04-15";106;47;11;258
"27";69;"2020-04-15";216;87;47;303
"27";79;"2020-04-15";330;103;123;292
"27";89;"2020-04-15";431;18;267;281
"27";90;"2020-04-15";206;1;124;84
"28";0;"2020-04-15";686;167;242;667
"28";9;"2020-04-15";1;0;0;5
"28";19;"2020-04-15";3;1;0;3
"28";29;"2020-04-15";4;0;0;30
"28";39;"2020-04-15";20;4;1;56
"28";49;"2020-04-15";43;20;5;86
"28";59;"2020-04-15";70;28;12;135
"28";69;"2020-04-15";139;48;38;131
"28";79;"2020-04-15";164;53;52;120
"28";89;"2020-04-15";162;12;91;79
"28";90;"2020-04-15";79;0;43;17
"32";0;"2020-04-15";2536;533;975;2371
"32";9;"2020-04-15";11;3;0;24
"32";19;"2020-04-15";9;1;0;9
"32";29;"2020-04-15";24;5;1;104
"32";39;"2020-04-15";56;11;2;194
"32";49;"2020-04-15";119;40;8;317
"32";59;"2020-04-15";274;100;42;478
"32";69;"2020-04-15";483;181;121;430
"32";79;"2020-04-15";569;151;225;421
"32";89;"2020-04-15";694;37;386;283
"32";90;"2020-04-15";287;3;184;101
"44";0;"2020-04-15";4877;833;2249;5324
"44";9;"2020-04-15";21;3;0;119
"44";19;"2020-04-15";13;1;0;40
"44";29;"2020-04-15";43;9;2;201
"44";39;"2020-04-15";89;22;12;319
"44";49;"2020-04-15";188;49;22;497
"44";59;"2020-04-15";484;152;60;917
"44";69;"2020-04-15";918;291;216;1119
"44";79;"2020-04-15";1172;260;588;1075
"44";89;"2020-04-15";1353;43;936;767
"44";90;"2020-04-15";572;0;406;227
"52";0;"2020-04-15";794;145;222;817
"52";9;"2020-04-15";0;0;0;3
"52";19;"2020-04-15";0;0;0;2
"52";29;"2020-04-15";5;2;0;39
"52";39;"2020-04-15";12;5;0;57
"52";49;"2020-04-15";31;13;1;114
"52";59;"2020-04-15";74;24;6;137
"52";69;"2020-04-15";144;48;21;157
"52";79;"2020-04-15";171;51;38;169
"52";89;"2020-04-15";234;2;90;116
"52";90;"2020-04-15";123;0;66;23
"53";0;"2020-04-15";504;106;159;540
"53";9;"2020-04-15";1;0;0;6
"53";19;"2020-04-15";1;0;0;4
"53";29;"2020-04-15";3;1;0;19
"53";39;"2020-04-15";6;0;0;50
"53";49;"2020-04-15";35;10;0;58
"53";59;"2020-04-15";61;23;2;96
"53";69;"2020-04-15";81;34;19;108
"53";79;"2020-04-15";127;36;33;127
"53";89;"2020-04-15";119;2;59;57
"53";90;"2020-04-15";67;0;46;13
"75";0;"2020-04-15";828;236;214;924
"75";9;"2020-04-15";1;0;0;8
"75";19;"2020-04-15";3;0;0;6
"75";29;"2020-04-15";9;2;1;38
"75";39;"2020-04-15";13;7;0;72
"75";49;"2020-04-15";34;15;0;101
"75";59;"2020-04-15";81;41;8;179
"75";69;"2020-04-15";165;79;16;203
"75";79;"2020-04-15";186;72;47;151
"75";89;"2020-04-15";222;20;84;114
"75";90;"2020-04-15";110;0;57;43
"76";0;"2020-04-15";913;265;278;1454
"76";9;"2020-04-15";1;0;0;17
"76";19;"2020-04-15";4;2;0;12
"76";29;"2020-04-15";7;1;1;72
"76";39;"2020-04-15";14;1;1;113
"76";49;"2020-04-15";41;9;1;189
"76";59;"2020-04-15";102;43;8;285
"76";69;"2020-04-15";172;84;29;269
"76";79;"2020-04-15";225;102;57;282
"76";89;"2020-04-15";225;21;123;163
"76";90;"2020-04-15";122;2;58;52
"84";0;"2020-04-15";3004;639;885;3317
"84";9;"2020-04-15";2;0;0;26
"84";19;"2020-04-15";5;3;0;28
"84";29;"2020-04-15";23;3;0;145
"84";39;"2020-04-15";44;8;4;233
"84";49;"2020-04-15";94;26;7;352
"84";59;"2020-04-15";248;86;25;583
"84";69;"2020-04-15";508;218;55;639
"84";79;"2020-04-15";725;241;192;613
"84";89;"2020-04-15";833;40;386;502
"84";90;"2020-04-15";492;2;202;137
"93";0;"2020-04-15";1909;403;393;2345
"93";9;"2020-04-15";2;0;0;19
"93";19;"2020-04-15";7;1;0;31
"93";29;"2020-04-15";40;6;1;164
"93";39;"2020-04-15";69;9;1;236
"93";49;"2020-04-15";94;24;3;332
"93";59;"2020-04-15";228;69;21;469
"93";69;"2020-04-15";337;103;25;457
"93";79;"2020-04-15";423;129;91;326
"93";89;"2020-04-15";441;40;166;208
"93";90;"2020-04-15";238;4;81;82
"94";0;"2020-04-15";83;16;41;131
"94";9;"2020-04-15";0;0;0;6
"94";19;"2020-04-15";0;0;0;1
"94";29;"2020-04-15";0;0;0;14
"94";39;"2020-04-15";2;0;0;14
"94";49;"2020-04-15";1;0;1;19
"94";59;"2020-04-15";10;3;1;22
"94";69;"2020-04-15";16;5;1;20
"94";79;"2020-04-15";27;8;11;17
"94";89;"2020-04-15";19;0;22;12
"94";90;"2020-04-15";8;0;5;6
"01";0;"2020-04-16";34;17;10;59
"01";9;"2020-04-16";0;0;0;0
"01";19;"2020-04-16";1;0;0;1
"01";29;"2020-04-16";0;0;0;1
"01";39;"2020-04-16";1;0;0;3
"01";49;"2020-04-16";2;1;0;4
"01";59;"2020-04-16";6;4;1;16
"01";69;"2020-04-16";8;4;2;14
"01";79;"2020-04-16";9;6;4;9
"01";89;"2020-04-16";7;2;3;10
"01";90;"2020-04-16";0;0;0;0
"02";0;"2020-04-16";40;17;6;55
"02";9;"2020-04-16";0;0;0;0
"02";19;"2020-04-16";0;0;0;0
"02";29;"2020-04-16";1;0;0;2
"02";39;"2020-04-16";1;0;0;3
"02";49;"2020-04-16";3;0;0;9
"02";59;"2020-04-16";12;7;0;13
"02";69;"2020-04-16";10;4;1;13
"02";79;"2020-04-16";7;4;1;13
"02";89;"2020-04-16";5;2;3;2
"02";90;"2020-04-16";1;0;1;0
"03";0;"2020-04-16";8;1;0;24
"03";9;"2020-04-16";0;0;0;0
"03";19;"2020-04-16";0;0;0;1
"03";29;"2020-04-16";0;0;0;3
"03";39;"2020-04-16";2;0;0;3
"03";49;"2020-04-16";1;0;0;9
"03";59;"2020-04-16";0;0;0;2
"03";69;"2020-04-16";2;0;0;2
"03";79;"2020-04-16";2;1;0;1
"03";89;"2020-04-16";1;0;0;1
"03";90;"2020-04-16";0;0;0;0
"04";0;"2020-04-16";19;4;0;83
"04";9;"2020-04-16";0;0;0;0
"04";19;"2020-04-16";1;0;0;2
"04";29;"2020-04-16";1;0;0;13
"04";39;"2020-04-16";0;0;0;12
"04";49;"2020-04-16";0;0;0;10
"04";59;"2020-04-16";3;1;0;17
"04";69;"2020-04-16";5;1;0;17
"04";79;"2020-04-16";3;1;0;11
"04";89;"2020-04-16";6;1;0;1
"04";90;"2020-04-16";0;0;0;0
"06";0;"2020-04-16";22;6;4;39
"06";9;"2020-04-16";0;0;0;0
"06";19;"2020-04-16";1;1;0;1
"06";29;"2020-04-16";0;0;0;6
"06";39;"2020-04-16";2;1;0;4
"06";49;"2020-04-16";3;1;1;11
"06";59;"2020-04-16";5;0;2;8
"06";69;"2020-04-16";6;2;0;5
"06";79;"2020-04-16";2;1;0;2
"06";89;"2020-04-16";3;0;1;2
"06";90;"2020-04-16";0;0;0;0
"11";0;"2020-04-16";12834;2419;4319;11279
"11";9;"2020-04-16";53;14;1;150
"11";19;"2020-04-16";35;13;2;69
"11";29;"2020-04-16";163;28;8;428
"11";39;"2020-04-16";462;110;32;1070
"11";49;"2020-04-16";916;263;82;1628
"11";59;"2020-04-16";1793;635;303;2384
"11";69;"2020-04-16";2425;796;611;2353
"11";79;"2020-04-16";2619;486;1067;1693
"11";89;"2020-04-16";2774;53;1392;1051
"11";90;"2020-04-16";1486;6;783;289
"24";0;"2020-04-16";964;165;252;770
"24";9;"2020-04-16";2;0;0;22
"24";19;"2020-04-16";3;0;0;9
"24";29;"2020-04-16";6;2;0;26
"24";39;"2020-04-16";16;5;1;44
"24";49;"2020-04-16";28;8;3;97
"24";59;"2020-04-16";68;21;6;121
"24";69;"2020-04-16";157;61;18;148
"24";79;"2020-04-16";222;59;46;149
"24";89;"2020-04-16";280;7;100;110
"24";90;"2020-04-16";174;2;76;43
"27";0;"2020-04-16";1370;279;607;1659
"27";9;"2020-04-16";5;1;0;11
"27";19;"2020-04-16";5;1;0;15
"27";29;"2020-04-16";3;0;0;62
"27";39;"2020-04-16";14;3;2;114
"27";49;"2020-04-16";29;12;4;177
"27";59;"2020-04-16";104;49;12;267
"27";69;"2020-04-16";211;83;48;313
"27";79;"2020-04-16";336;110;126;306
"27";89;"2020-04-16";442;19;281;300
"27";90;"2020-04-16";219;1;131;91
"28";0;"2020-04-16";674;166;252;706
"28";9;"2020-04-16";0;0;0;5
"28";19;"2020-04-16";3;1;0;4
"28";29;"2020-04-16";3;0;0;30
"28";39;"2020-04-16";19;5;1;59
"28";49;"2020-04-16";39;17;6;89
"28";59;"2020-04-16";71;28;12;141
"28";69;"2020-04-16";134;48;39;139
"28";79;"2020-04-16";165;53;54;129
"28";89;"2020-04-16";163;13;96;85
"28";90;"2020-04-16";76;0;44;20
"32";0;"2020-04-16";2536;505;1006;2515
"32";9;"2020-04-16";9;2;0;27
"32";19;"2020-04-16";9;1;0;9
"32";29;"2020-04-16";22;4;1;110
"32";39;"2020-04-16";55;12;2;208
"32";49;"2020-04-16";114;38;8;331
"32";59;"2020-04-16";266;96;41;497
"32";69;"2020-04-16";485;169;125;452
"32";79;"2020-04-16";565;147;233;450
"32";89;"2020-04-16";712;34;398;311
"32";90;"2020-04-16";286;1;193;109
"44";0;"2020-04-16";4769;810;2306;5618
"44";9;"2020-04-16";26;2;0;120
"44";19;"2020-04-16";14;1;0;41
"44";29;"2020-04-16";43;8;2;206
"44";39;"2020-04-16";87;23;12;326
"44";49;"2020-04-16";177;46;25;516
"44";59;"2020-04-16";461;150;61;958
"44";69;"2020-04-16";899;280;222;1181
"44";79;"2020-04-16";1143;256;597;1132
"44";89;"2020-04-16";1317;42;963;846
"44";90;"2020-04-16";579;0;416;248
"52";0;"2020-04-16";799;136;235;876
"52";9;"2020-04-16";0;0;0;4
"52";19;"2020-04-16";0;0;0;2
"52";29;"2020-04-16";5;2;0;40
"52";39;"2020-04-16";11;5;0;63
"52";49;"2020-04-16";30;12;1;116
"52";59;"2020-04-16";69;21;7;146
"52";69;"2020-04-16";137;46;22;170
"52";79;"2020-04-16";172;48;42;179
"52";89;"2020-04-16";245;2;95;131
"52";90;"2020-04-16";130;0;68;25
"53";0;"2020-04-16";484;102;166;576
"53";9;"2020-04-16";1;0;0;7
"53";19;"2020-04-16";1;0;0;4
"53";29;"2020-04-16";2;1;0;21
"53";39;"2020-04-16";7;0;0;51
"53";49;"2020-04-16";31;8;0;64
"53";59;"2020-04-16";59;20;3;101
"53";69;"2020-04-16";73;35;21;116
"53";79;"2020-04-16";118;36;34;135
"53";89;"2020-04-16";123;2;60;62
"53";90;"2020-04-16";66;0;48;14
"75";0;"2020-04-16";812;220;220;973
"75";9;"2020-04-16";1;0;0;8
"75";19;"2020-04-16";4;0;0;7
"75";29;"2020-04-16";10;2;1;39
"75";39;"2020-04-16";14;5;0;73
"75";49;"2020-04-16";33;14;0;104
"75";59;"2020-04-16";75;38;8;189
"75";69;"2020-04-16";153;75;16;217
"75";79;"2020-04-16";186;66;50;153
"75";89;"2020-04-16";221;20;86;123
"75";90;"2020-04-16";111;0;58;51
"76";0;"2020-04-16";870;256;281;1526
"76";9;"2020-04-16";0;0;0;18
"76";19;"2020-04-16";3;1;0;13
"76";29;"2020-04-16";7;1;1;74
"76";39;"2020-04-16";11;1;1;116
"76";49;"2020-04-16";37;9;1;197
"76";59;"2020-04-16";94;43;8;297
"76";69;"2020-04-16";165;83;28;280
"76";79;"2020-04-16";224;96;58;291
"76";89;"2020-04-16";213;19;125;181
"76";90;"2020-04-16";116;3;59;59
"84";0;"2020-04-16";2970;628;927;3460
"84";9;"2020-04-16";6;0;0;26
"84";19;"2020-04-16";7;3;0;29
"84";29;"2020-04-16";22;3;0;148
"84";39;"2020-04-16";43;8;4;239
"84";49;"2020-04-16";90;27;8;365
"84";59;"2020-04-16";236;80;25;611
"84";69;"2020-04-16";494;214;61;662
"84";79;"2020-04-16";720;235;197;643
"84";89;"2020-04-16";828;42;406;525
"84";90;"2020-04-16";493;4;212;153
"93";0;"2020-04-16";1883;393;421;2454
"93";9;"2020-04-16";2;0;0;19
"93";19;"2020-04-16";5;1;0;34
"93";29;"2020-04-16";41;5;1;170
"93";39;"2020-04-16";68;8;1;241
"93";49;"2020-04-16";97;26;3;337
"93";59;"2020-04-16";223;63;22;485
"93";69;"2020-04-16";320;99;30;479
"93";79;"2020-04-16";419;126;96;343
"93";89;"2020-04-16";439;41;177;230
"93";90;"2020-04-16";240;6;87;94
"94";0;"2020-04-16";84;15;41;134
"94";9;"2020-04-16";0;0;0;6
"94";19;"2020-04-16";0;0;0;1
"94";29;"2020-04-16";0;0;0;14
"94";39;"2020-04-16";2;0;0;14
"94";49;"2020-04-16";2;1;1;19
"94";59;"2020-04-16";10;3;1;22
"94";69;"2020-04-16";16;3;1;21
"94";79;"2020-04-16";28;8;11;17
"94";89;"2020-04-16";18;0;22;14
"94";90;"2020-04-16";8;0;5;6
"01";0;"2020-04-17";36;19;10;59
"01";9;"2020-04-17";0;0;0;0
"01";19;"2020-04-17";1;0;0;1
"01";29;"2020-04-17";0;0;0;1
"01";39;"2020-04-17";1;0;0;3
"01";49;"2020-04-17";2;1;0;4
"01";59;"2020-04-17";7;5;1;16
"01";69;"2020-04-17";8;4;2;14
"01";79;"2020-04-17";10;7;4;9
"01";89;"2020-04-17";7;2;3;10
"01";90;"2020-04-17";0;0;0;0
"02";0;"2020-04-17";38;17;6;59
"02";9;"2020-04-17";0;0;0;0
"02";19;"2020-04-17";0;0;0;0
"02";29;"2020-04-17";1;0;0;2
"02";39;"2020-04-17";1;0;0;3
"02";49;"2020-04-17";3;0;0;9
"02";59;"2020-04-17";10;7;0;16
"02";69;"2020-04-17";10;4;1;13
"02";79;"2020-04-17";7;4;1;14
"02";89;"2020-04-17";5;2;3;2
"02";90;"2020-04-17";1;0;1;0
"03";0;"2020-04-17";8;2;0;25
"03";9;"2020-04-17";0;0;0;0
"03";19;"2020-04-17";0;0;0;1
"03";29;"2020-04-17";0;0;0;3
"03";39;"2020-04-17";2;0;0;3
"03";49;"2020-04-17";1;0;0;9
"03";59;"2020-04-17";0;0;0;2
"03";69;"2020-04-17";2;0;0;2
"03";79;"2020-04-17";2;2;0;2
"03";89;"2020-04-17";1;0;0;1
"03";90;"2020-04-17";0;0;0;0
"04";0;"2020-04-17";17;3;0;86
"04";9;"2020-04-17";0;0;0;0
"04";19;"2020-04-17";1;0;0;2
"04";29;"2020-04-17";1;0;0;13
"04";39;"2020-04-17";0;0;0;12
"04";49;"2020-04-17";1;0;0;10
"04";59;"2020-04-17";2;1;0;18
"04";69;"2020-04-17";4;1;0;18
"04";79;"2020-04-17";3;0;0;11
"04";89;"2020-04-17";5;1;0;2
"04";90;"2020-04-17";0;0;0;0
"06";0;"2020-04-17";22;6;4;41
"06";9;"2020-04-17";0;0;0;0
"06";19;"2020-04-17";1;1;0;1
"06";29;"2020-04-17";0;0;0;6
"06";39;"2020-04-17";2;1;0;4
"06";49;"2020-04-17";4;1;1;11
"06";59;"2020-04-17";5;0;2;8
"06";69;"2020-04-17";4;2;0;7
"06";79;"2020-04-17";2;1;0;2
"06";89;"2020-04-17";4;0;1;2
"06";90;"2020-04-17";0;0;0;0
"11";0;"2020-04-17";12766;2341;4510;11927
"11";9;"2020-04-17";47;17;1;156
"11";19;"2020-04-17";33;10;2;75
"11";29;"2020-04-17";167;27;9;443
"11";39;"2020-04-17";453;106;33;1109
"11";49;"2020-04-17";895;254;85;1696
"11";59;"2020-04-17";1791;623;313;2485
"11";69;"2020-04-17";2404;768;641;2475
"11";79;"2020-04-17";2571;463;1106;1838
"11";89;"2020-04-17";2774;53;1455;1149
"11";90;"2020-04-17";1526;6;828;330
"24";0;"2020-04-17";973;174;264;821
"24";9;"2020-04-17";1;0;0;22
"24";19;"2020-04-17";0;0;0;11
"24";29;"2020-04-17";5;2;0;27
"24";39;"2020-04-17";16;5;2;46
"24";49;"2020-04-17";29;9;3;100
"24";59;"2020-04-17";68;22;6;128
"24";69;"2020-04-17";159;61;18;157
"24";79;"2020-04-17";221;62;46;160
"24";89;"2020-04-17";283;11;108;123
"24";90;"2020-04-17";185;2;79;46
"27";0;"2020-04-17";1380;262;623;1728
"27";9;"2020-04-17";5;1;0;11
"27";19;"2020-04-17";5;1;0;15
"27";29;"2020-04-17";4;0;0;62
"27";39;"2020-04-17";13;3;2;116
"27";49;"2020-04-17";28;11;4;180
"27";59;"2020-04-17";105;49;12;274
"27";69;"2020-04-17";213;78;50;326
"27";79;"2020-04-17";333;101;130;324
"27";89;"2020-04-17";450;17;290;320
"27";90;"2020-04-17";223;1;133;97
"28";0;"2020-04-17";660;152;262;743
"28";9;"2020-04-17";0;0;0;5
"28";19;"2020-04-17";2;1;0;4
"28";29;"2020-04-17";4;0;0;30
"28";39;"2020-04-17";16;5;1;62
"28";49;"2020-04-17";34;16;7;92
"28";59;"2020-04-17";66;25;12;147
"28";69;"2020-04-17";132;41;42;149
"28";79;"2020-04-17";163;50;56;133
"28";89;"2020-04-17";166;13;99;92
"28";90;"2020-04-17";76;0;45;24
"32";0;"2020-04-17";2517;494;1054;2662
"32";9;"2020-04-17";8;2;0;30
"32";19;"2020-04-17";11;0;0;9
"32";29;"2020-04-17";23;4;1;113
"32";39;"2020-04-17";52;12;2;215
"32";49;"2020-04-17";106;39;8;348
"32";59;"2020-04-17";260;91;45;512
"32";69;"2020-04-17";476;168;131;476
"32";79;"2020-04-17";566;146;242;479
"32";89;"2020-04-17";711;30;418;347
"32";90;"2020-04-17";292;1;202;122
"44";0;"2020-04-17";4725;789;2358;5828
"44";9;"2020-04-17";23;2;0;124
"44";19;"2020-04-17";14;1;0;43
"44";29;"2020-04-17";43;8;2;207
"44";39;"2020-04-17";84;22;13;332
"44";49;"2020-04-17";171;46;26;532
"44";59;"2020-04-17";446;139;62;991
"44";69;"2020-04-17";882;270;229;1222
"44";79;"2020-04-17";1120;254;607;1184
"44";89;"2020-04-17";1329;44;984;888
"44";90;"2020-04-17";591;0;426;261
"52";0;"2020-04-17";802;131;242;910
"52";9;"2020-04-17";0;0;0;4
"52";19;"2020-04-17";0;0;0;3
"52";29;"2020-04-17";5;2;0;41
"52";39;"2020-04-17";11;5;0;64
"52";49;"2020-04-17";27;12;1;122
"52";59;"2020-04-17";69;20;7;146
"52";69;"2020-04-17";140;44;22;175
"52";79;"2020-04-17";176;46;43;185
"52";89;"2020-04-17";245;2;97;141
"52";90;"2020-04-17";129;0;72;29
"53";0;"2020-04-17";483;93;171;596
"53";9;"2020-04-17";1;0;0;7
"53";19;"2020-04-17";1;0;0;4
"53";29;"2020-04-17";2;1;0;21
"53";39;"2020-04-17";8;0;0;51
"53";49;"2020-04-17";29;6;0;68
"53";59;"2020-04-17";58;17;3;103
"53";69;"2020-04-17";73;34;21;119
"53";79;"2020-04-17";120;34;36;136
"53";89;"2020-04-17";123;1;61;70
"53";90;"2020-04-17";65;0;50;16
"75";0;"2020-04-17";830;203;233;1002
"75";9;"2020-04-17";2;0;0;8
"75";19;"2020-04-17";5;1;0;7
"75";29;"2020-04-17";8;2;1;43
"75";39;"2020-04-17";14;4;0;74
"75";49;"2020-04-17";29;11;1;107
"75";59;"2020-04-17";84;33;9;192
"75";69;"2020-04-17";151;70;17;224
"75";79;"2020-04-17";189;63;52;156
"75";89;"2020-04-17";230;18;92;129
"75";90;"2020-04-17";115;1;60;53
"76";0;"2020-04-17";866;243;290;1583
"76";9;"2020-04-17";0;0;0;17
"76";19;"2020-04-17";3;1;0;13
"76";29;"2020-04-17";6;1;2;76
"76";39;"2020-04-17";10;1;1;122
"76";49;"2020-04-17";33;8;1;202
"76";59;"2020-04-17";91;37;9;304
"76";69;"2020-04-17";160;84;30;292
"76";79;"2020-04-17";219;88;60;303
"76";89;"2020-04-17";218;20;128;189
"76";90;"2020-04-17";125;3;59;65
"84";0;"2020-04-17";2965;601;954;3637
"84";9;"2020-04-17";8;2;0;27
"84";19;"2020-04-17";7;3;0;29
"84";29;"2020-04-17";22;3;0;153
"84";39;"2020-04-17";37;8;4;252
"84";49;"2020-04-17";88;25;8;382
"84";59;"2020-04-17";231;76;27;636
"84";69;"2020-04-17";484;200;62;685
"84";79;"2020-04-17";720;227;201;674
"84";89;"2020-04-17";847;43;416;560
"84";90;"2020-04-17";494;3;222;176
"93";0;"2020-04-17";1889;378;447;2572
"93";9;"2020-04-17";2;0;0;19
"93";19;"2020-04-17";5;0;0;35
"93";29;"2020-04-17";43;5;1;172
"93";39;"2020-04-17";60;8;1;250
"93";49;"2020-04-17";88;24;3;350
"93";59;"2020-04-17";213;59;23;507
"93";69;"2020-04-17";311;97;32;504
"93";79;"2020-04-17";417;122;102;368
"93";89;"2020-04-17";462;38;190;243
"93";90;"2020-04-17";259;6;91;102
"94";0;"2020-04-17";84;14;42;135
"94";9;"2020-04-17";0;0;0;6
"94";19;"2020-04-17";0;0;0;1
"94";29;"2020-04-17";0;0;0;14
"94";39;"2020-04-17";2;0;0;14
"94";49;"2020-04-17";2;1;1;19
"94";59;"2020-04-17";10;2;1;22
"94";69;"2020-04-17";16;3;1;21
"94";79;"2020-04-17";27;7;12;18
"94";89;"2020-04-17";19;1;22;14
"94";90;"2020-04-17";8;0;5;6
"01";0;"2020-04-18";33;17;11;61
"01";9;"2020-04-18";0;0;0;0
"01";19;"2020-04-18";1;0;0;1
"01";29;"2020-04-18";0;0;0;1
"01";39;"2020-04-18";1;0;0;3
"01";49;"2020-04-18";2;1;0;4
"01";59;"2020-04-18";5;4;2;17
"01";69;"2020-04-18";8;4;2;14
"01";79;"2020-04-18";9;6;4;10
"01";89;"2020-04-18";7;2;3;10
"01";90;"2020-04-18";0;0;0;0
"02";0;"2020-04-18";36;14;7;60
"02";9;"2020-04-18";0;0;0;0
"02";19;"2020-04-18";0;0;0;0
"02";29;"2020-04-18";1;0;0;2
"02";39;"2020-04-18";1;0;0;3
"02";49;"2020-04-18";3;0;0;9
"02";59;"2020-04-18";9;6;0;17
"02";69;"2020-04-18";10;4;1;13
"02";79;"2020-04-18";6;3;2;14
"02";89;"2020-04-18";5;1;3;2
"02";90;"2020-04-18";1;0;1;0
"03";0;"2020-04-18";8;2;0;25
"03";9;"2020-04-18";0;0;0;0
"03";19;"2020-04-18";0;0;0;1
"03";29;"2020-04-18";0;0;0;3
"03";39;"2020-04-18";2;0;0;3
"03";49;"2020-04-18";1;0;0;9
"03";59;"2020-04-18";0;0;0;2
"03";69;"2020-04-18";2;0;0;2
"03";79;"2020-04-18";2;2;0;2
"03";89;"2020-04-18";1;0;0;1
"03";90;"2020-04-18";0;0;0;0
"04";0;"2020-04-18";14;2;0;89
"04";9;"2020-04-18";0;0;0;0
"04";19;"2020-04-18";1;0;0;2
"04";29;"2020-04-18";0;0;0;14
"04";39;"2020-04-18";0;0;0;12
"04";49;"2020-04-18";1;0;0;10
"04";59;"2020-04-18";2;1;0;18
"04";69;"2020-04-18";4;1;0;18
"04";79;"2020-04-18";2;0;0;12
"04";89;"2020-04-18";4;0;0;3
"04";90;"2020-04-18";0;0;0;0
"06";0;"2020-04-18";24;5;4;41
"06";9;"2020-04-18";0;0;0;0
"06";19;"2020-04-18";2;1;0;1
"06";29;"2020-04-18";0;0;0;6
"06";39;"2020-04-18";2;0;0;4
"06";49;"2020-04-18";5;1;1;11
"06";59;"2020-04-18";5;0;2;8
"06";69;"2020-04-18";4;2;0;7
"06";79;"2020-04-18";2;1;0;2
"06";89;"2020-04-18";4;0;1;2
"06";90;"2020-04-18";0;0;0;0
"11";0;"2020-04-18";12490;2293;4664;12555
"11";9;"2020-04-18";45;16;1;161
"11";19;"2020-04-18";37;12;3;76
"11";29;"2020-04-18";149;25;10;468
"11";39;"2020-04-18";426;105;33;1146
"11";49;"2020-04-18";844;246;87;1773
"11";59;"2020-04-18";1693;603;323;2623
"11";69;"2020-04-18";2334;754;663;2597
"11";79;"2020-04-18";2552;459;1141;1937
"11";89;"2020-04-18";2765;53;1501;1233
"11";90;"2020-04-18";1549;6;862;367
"24";0;"2020-04-18";963;166;276;853
"24";9;"2020-04-18";0;0;0;23
"24";19;"2020-04-18";0;0;0;11
"24";29;"2020-04-18";6;2;0;27
"24";39;"2020-04-18";14;5;2;48
"24";49;"2020-04-18";28;10;3;105
"24";59;"2020-04-18";68;22;6;133
"24";69;"2020-04-18";154;54;20;161
"24";79;"2020-04-18";222;58;46;164
"24";89;"2020-04-18";284;12;111;130
"24";90;"2020-04-18";180;3;86;50
"27";0;"2020-04-18";1351;255;644;1788
"27";9;"2020-04-18";5;1;0;11
"27";19;"2020-04-18";5;1;0;15
